anyo,consejeria,medio,tipo,importe
2015,Economía y Hacienda,SER,Radio,90035.72
2018,Presidencia,Crónicasalamanca,Medios Digitales,9792.91
2015,Economía y Hacienda,SM2 Asesores Creativos de Publicidad,Otros Medios,117177.34
2018,Presidencia,CyL Mundo,Otros Medios,56000
2015,Economía y Hacienda,UTE SM2 Asesores Creativos Publicidad / Caffa4 Comunica SL,Otros Medios,510620
2018,Presidencia,Diario crítico,Medios Digitales,1059.96
2015,Educación,Castilla y León Económica,Otros Medios,71033
2018,Presidencia,Diario de la Ribera,Otros Medios,1500
2015,Educación,CM Vocento,Prensa,21698.98
2018,Presidencia,El Norte de Castilla,Prensa,122249.41
2015,Educación,Diario de Ávila,Prensa,31155.95
2018,Presidencia,ElPeriodistaDigital,Medios Digitales,47926.92
2015,Educación,Diario Palentino,Prensa,25604.96
2018,Presidencia,Espejo de León,Medios Digitales,2150
2015,Educación,El País,Prensa,770
2018,Presidencia,Gaceta Médica,Otros Medios,4946.48
2015,Educación,Europa Press,Agencia,25999.98
2018,Presidencia,Global Médica,Otros Medios,6718.16
2015,Educación,ICAL,Agencia,159999.99
2018,Presidencia,Hoy Castilla y León,Medios Digitales,980.1
2015,Educación,La Razón CyL,Prensa,30000
2018,Presidencia,Interbenavente,Medios Digitales,8712
2015,Educación,SER,Radio,13999.95
2018,Presidencia,La Nueva Crónica de León,Prensa,19002.95
2015,Empleo,ABC CyL,Prensa,53845.18
2018,Presidencia,LeonNoticias,Medios Digitales,128240
2015,Empleo,Castilla y León Económica,Otros Medios,4499.39
2018,Presidencia,Noticias Burgos,Medios Digitales,4162.4
2015,Empleo,Castilla y León ES Radio,Radio,12820.89
2018,Presidencia,NoticiasCyL.com,Medios Digitales,7700
2015,Empleo,Diario de Ávila,Prensa,36426.36
2018,Presidencia,Pisuerga Noticias,Medios Digitales,3439.65
2015,Empleo,Diario Soria / El Heraldo,Prensa,33968.93
2018,Presidencia,Salamanca24horas,Medios Digitales,112046
2015,Empleo,El Día de Valladolid,Prensa,12360.15
2018,Presidencia,SoriaNoticias,Medios Digitales,14471.6
2015,Empleo,El Diario de Soria,Otros Medios,23109.19
2018,Presidencia,Teiba FM,Otros Medios,1210
2015,Empleo,El Mundo de CyL,Prensa,87770.01
2018,Presidencia,Tribuna Digital,Medios Digitales,144837
2015,Empleo,El Norte de Castilla,Prensa,115527.12
2018,Sanidad,Diario de León,Prensa,26000
2015,Empleo,Grupo Estudios Económicos SA (Cinco Días),Otros Medios,246.4
2018,Sanidad,Diario Soria / El Heraldo,Prensa,20000
2015,Empleo,Sector Ejecutivo,Otros Medios,4489.1
2018,Sanidad,El Correo de Burgos,Prensa,15000
2015,Empleo,YRG Asesores de Comunicación,Otros Medios,5082
2018,Sanidad,El Mundo de CyL,Prensa,49999.99
2015,Familia e Igualdad de Oportunidades,ABC CyL,Prensa,37112.64
2018,Sanidad,La Gaceta de Salamanca,Prensa,14000
2015,Familia e Igualdad de Oportunidades,Castilla y León ES Radio,Radio,10000
2018,Sanidad,La Opinión Correo Zamora,Prensa,9999.99
2015,Familia e Igualdad de Oportunidades,CL Comunicación,Agencia,19999.99
2018,Sanidad,La Razón CyL,Prensa,13999.89
2015,Familia e Igualdad de Oportunidades,Diario de Burgos,Prensa,38108.01
2018,Sanidad,SER,Radio,6999.89
2015,Familia e Igualdad de Oportunidades,El Correo de Burgos,Prensa,10000
2019,Agricultura y Ganadería,Carrión Digital,Medios Digitales,3000
2015,Familia e Igualdad de Oportunidades,El Mundo de CyL,Prensa,72170.88
2019,Agricultura y Ganadería,COAG Castilla y León,Otros Medios,17999.96
2015,Familia e Igualdad de Oportunidades,Gaceta CyL - Esther Duque,Otros Medios,20000
2019,Agricultura y Ganadería,Diario de Ávila,Prensa,62499.95
2015,Familia e Igualdad de Oportunidades,La Gaceta de Salamanca,Prensa,22830.7
2019,Agricultura y Ganadería,Diario de León,Prensa,51999.98
2015,Familia e Igualdad de Oportunidades,Nuestrso mayores Publicaciones,Otros Medios,9000
2019,Agricultura y Ganadería,Diario Palentino,Prensa,62499.95
2015,Fomento y Medio Ambiente,COPE,Radio,39900.99
2019,Agricultura y Ganadería,Diario Soria / El Heraldo,Prensa,30000
2015,Fomento y Medio Ambiente,Diario de Soria (El Mundo),Prensa,2682.99
2019,Agricultura y Ganadería,EFE,Agencia,30999.97
2015,Fomento y Medio Ambiente,Diario Soria / El Heraldo,Prensa,25526.96
2019,Agricultura y Ganadería,El Adelantado de Segovia,Prensa,30000
2015,Fomento y Medio Ambiente,El Correo de Burgos,Prensa,32363
2019,Agricultura y Ganadería,El Confidencial,Medios Digitales,32999.99
2015,Fomento y Medio Ambiente,Europa Press,Agencia,26000
2019,Agricultura y Ganadería,El Correo de Burgos,Prensa,19999.98
