anyo,consejeria,medio,tipo,importe
2015,Sanidad,Diario Palentino,Prensa,25999.98
2021,Transparencia,Diario de León,Prensa,21717.61
2019,Empleo,La Nueva Crónica de León,Prensa,21632.13
2015,Sanidad,El Correo de Burgos,Prensa,14999.99
2021,Transparencia,El Adelantado de Segovia,Prensa,6889.83
2019,Empleo,La Opinión Correo Zamora,Prensa,12091.86
2015,Sanidad,El Día de Valladolid,Prensa,8999.98
2021,Transparencia,El Heraldo - Diario de Soria,Prensa,7894.44
2019,Empleo,La Razón CyL,Prensa,51478.48
2015,Sanidad,El Norte de Castilla,Prensa,54999.99
2021,Transparencia,El Mundo edición nacional,Prensa,19260.73
2019,Empleo,Orbit,Otros Medios,1381.67
2015,Sanidad,ICAL,Agencia,140000
2021,Transparencia,La Gaceta de Salamanca,Prensa,17932.96
2019,Familia e Igualdad de Oportunidades,CL Comunicación,Agencia,18140.01
2015,Sanidad,La Gaceta de Salamanca,Prensa,13999.98
2021,Transparencia,La Razón CyL,Prensa,8278.28
2019,Familia e Igualdad de Oportunidades,COPE,Radio,46959.46
2015,Sanidad,La Nueva Crónica de León,Prensa,6999.94
2021,Transparencia,SER,Radio,66057
2019,Familia e Igualdad de Oportunidades,Diario de León,Prensa,36048.02
2015,Sanidad,La Opinión Correo Zamora,Prensa,9999.99
2022,"Agricultura, Ganadería y Desarrollo Rural",ABC edición nacional,Prensa,18137.9
2019,Familia e Igualdad de Oportunidades,Diario Palentino,Prensa,47799.89
2016,Agricultura y Ganadería,ABC CyL,Prensa,61999.97
2022,"Agricultura, Ganadería y Desarrollo Rural",Agencia ICAL,Agencia,160028.97
2019,Familia e Igualdad de Oportunidades,Diario Soria / El Heraldo,Prensa,44999.91
2016,Agricultura y Ganadería,Ag Actualidad Rural,Medios Digitales,19999.99
2022,"Agricultura, Ganadería y Desarrollo Rural",AgroDigital,Medios Digitales,13999.97
2019,Familia e Igualdad de Oportunidades,El Norte de Castilla,Prensa,132615.93
2016,Agricultura y Ganadería,AgroDigital,Medios Digitales,16842.99
2022,"Agricultura, Ganadería y Desarrollo Rural",Diario de Ávila,Prensa,26999.96
2019,Familia e Igualdad de Oportunidades,La Gaceta de Salamanca,Prensa,40627.82
2016,Agricultura y Ganadería,Castilla y León ES Radio,Radio,34999.99
2022,"Agricultura, Ganadería y Desarrollo Rural",El Economista,Prensa,22499.98
2019,Familia e Igualdad de Oportunidades,La Opinión Correo Zamora,Prensa,31952.37
2016,Agricultura y Ganadería,CL Comunicación,Agencia,19999.85
2022,"Agricultura, Ganadería y Desarrollo Rural",El Mundo de CyL,Prensa,67500.01
2019,Familia e Igualdad de Oportunidades,Radio Blanca - Kiss Fm,Otros Medios,9946.16
2016,Agricultura y Ganadería,Diario Soria / El Heraldo,Prensa,20999.98
2022,"Agricultura, Ganadería y Desarrollo Rural",El Norte de Castilla,Prensa,128633.29
2019,Familia e Igualdad de Oportunidades,Senda Editorial,Otros Medios,8000
2016,Agricultura y Ganadería,El Adelantado de Segovia,Prensa,15374.59
2022,"Agricultura, Ganadería y Desarrollo Rural",Empresa Agraria,Otros Medios,3000
2019,Fomento y Medio Ambiente,Diario de Ávila,Prensa,24934.97
2016,Agricultura y Ganadería,El Día de Valladolid,Prensa,59999.97
2022,"Agricultura, Ganadería y Desarrollo Rural",Expansión,Prensa,14762
2019,Fomento y Medio Ambiente,Diario de Burgos,Prensa,39999.99
2016,Agricultura y Ganadería,La Razón CyL,Prensa,29999.98
2022,"Agricultura, Ganadería y Desarrollo Rural",Radio Arlanzón,Radio,1000
2019,Fomento y Medio Ambiente,Diario de León,Prensa,85600
2016,Agricultura y Ganadería,Onda Cero,Radio,69999.96
2022,"Agricultura, Ganadería y Desarrollo Rural",Radio Intereconomía,Radio,6500
2019,Fomento y Medio Ambiente,Diario Palentino,Prensa,31064.96
2016,Agricultura y Ganadería,Radio Intereconomía,Otros Medios,6499.9
2022,"Agricultura, Ganadería y Desarrollo Rural",Revista Tierras Agricultura,Otros Medios,13500
2019,Fomento y Medio Ambiente,Diario Soria / El Heraldo,Prensa,27600
2016,Agricultura y Ganadería,SER,Radio,54999.82
2022,"Agricultura, Ganadería y Desarrollo Rural",Revista UCCL,Otros Medios,18137
2019,Fomento y Medio Ambiente,El Día de Valladolid,Prensa,60739.95
2016,Agricultura y Ganadería,Turismo,Otros Medios,1500
2022,"Agricultura, Ganadería y Desarrollo Rural",Revista UPA,Otros Medios,22977.9
2019,Fomento y Medio Ambiente,Turismo,Otros Medios,3799.99
2016,Cultura y Turismo,ABC,Prensa,87000
2022,"Agricultura, Ganadería y Desarrollo Rural",Sector Ejecutivo,Otros Medios,3630
2019,Presidencia,ABC CyL,Prensa,64594.08
2016,Cultura y Turismo,Arte Informado,Otros Medios,1500
2022,"Agricultura, Ganadería y Desarrollo Rural",Shine Ibérica - Masterchef,Televisión,36058
2019,Presidencia,ARGI,Otros Medios,10000
2016,Cultura y Turismo,Canal54,Medios Digitales,400
2022,"Cultura, Turismo y Deporte",40 Principales - SER,Radio,15189.37
2019,Presidencia,Ateneo de Valladolid,Otros Medios,1200
2016,Cultura y Turismo,Chiquiocio,Otros Medios,4658.48
2022,"Cultura, Turismo y Deporte",ABC Cultural,Otros Medios,16007.58
2019,Presidencia,BierzoNoticias,Medios Digitales,4936.8
2016,Cultura y Turismo,Diario de León,Prensa,86000
2022,"Cultura, Turismo y Deporte",Agencia EFE,Agencia,30999.99
2019,Presidencia,Castilla y León ES Radio,Radio,12000
2016,Cultura y Turismo,El Confidencial,Medios Digitales,1452
2022,"Cultura, Turismo y Deporte",Antena NEOX,Televisión,16117.83
2019,Presidencia,COPE,Radio,34829.96
2016,Cultura y Turismo,El Heraldo de Soria,Prensa,14000
2022,"Cultura, Turismo y Deporte",arteinformado,Medios Digitales,605
2019,Presidencia,Crónicasalamanca,Medios Digitales,10853.7
2016,Cultura y Turismo,El Mundo de CyL,Prensa,390000
2022,"Cultura, Turismo y Deporte",Artezblai.com,Medios Digitales,1288.65
2019,Presidencia,Diario de Burgos,Prensa,56530
2016,Cultura y Turismo,Gente,Otros Medios,60000
2022,"Cultura, Turismo y Deporte",Asociac. Fotografía Palentina,Otros Medios,2662
2019,Presidencia,Diario de la Ribera,Otros Medios,1500
2016,Cultura y Turismo,Hoy es Arte,Otros Medios,3500
2022,"Cultura, Turismo y Deporte",Atresplayer.com,Medios Digitales,11434.46
2019,Presidencia,Diario Palentino,Prensa,36066.98
2016,Cultura y Turismo,La Opinión Correo Zamora,Prensa,12000
2022,"Cultura, Turismo y Deporte",COPE,Radio,137360.94
2019,Presidencia,DiarioDigitalLeón,Medios Digitales,93654
2016,Cultura y Turismo,LeonNoticias,Medios Digitales,2000
2022,"Cultura, Turismo y Deporte",Cuatro,Televisión,40111.1
2019,Presidencia,EFE,Agencia,142000
2016,Cultura y Turismo,Más de Arte,Otros Medios,3507.5
2022,"Cultura, Turismo y Deporte",Docenotas.com,Medios Digitales,980.1
2019,Presidencia,El Adelantado de Segovia,Prensa,41032.56
2016,Cultura y Turismo,National Geographic,Otros Medios,9680
2022,"Cultura, Turismo y Deporte",E-Flux.com,Medios Digitales,1931.75
2019,Presidencia,El Correo de Burgos,Prensa,20065.99
2016,Cultura y Turismo,Onda Cero,Radio,93000
2022,"Cultura, Turismo y Deporte",El Día de Valladolid,Medios Digitales,1996.5
2019,Presidencia,El Mundo edición nacional,Prensa,8470
2016,Cultura y Turismo,Promecal Digitales,Medios Digitales,546193.65
2022,"Cultura, Turismo y Deporte",El Español,Otros Medios,4235
2019,Presidencia,ElDiarioCyL.es,Medios Digitales,87166
2016,Cultura y Turismo,Revista Go!,Otros Medios,10038.2
2022,"Cultura, Turismo y Deporte",El Heraldo - Diario de Soria,Prensa,26220.41
2019,Presidencia,ElPeriodistaDigital,Medios Digitales,17999.98
2016,Cultura y Turismo,Revista Godot,Otros Medios,968
2022,"Cultura, Turismo y Deporte",El Mundo - La Lectura,Otros Medios,13512.3
2019,Presidencia,Expansión,Otros Medios,8470
2016,Cultura y Turismo,Revista Tapas,Otros Medios,3630
2022,"Cultura, Turismo y Deporte",El País - Babelia,Otros Medios,23190.25
2019,Presidencia,Interbenavente,Medios Digitales,10998.9
2016,Cultura y Turismo,Tribuna Universitaria,Otros Medios,3000
2022,"Cultura, Turismo y Deporte",Elpais.com,Medios Digitales,2354.04
2019,Presidencia,La Opinión Correo Zamora,Prensa,38816.99
2016,Cultura y Turismo,Viajar con hijos,Otros Medios,2178
2022,"Cultura, Turismo y Deporte",Exterior Plus,Otros Medios,2964.5
2019,Presidencia,León7Días,Medios Digitales,4936.8
2016,Economía y Hacienda,Comercial Multimedia Vocento,Otros Medios,3387.98
2022,"Cultura, Turismo y Deporte",Historia y Vida,Otros Medios,1210
2019,Presidencia,Noticias Burgos,Medios Digitales,4743.2
2016,Economía y Hacienda,Diario de Burgos,Prensa,76291.74
2022,"Cultura, Turismo y Deporte",hola.com,Medios Digitales,1660.12
2019,Presidencia,NoticiasCyL.com,Medios Digitales,94060
2016,Economía y Hacienda,EFE,Agencia,30999.99
2022,"Cultura, Turismo y Deporte",Infortursa,Otros Medios,6272.64
2019,Presidencia,OkDiario,Medios Digitales,18000
2016,Economía y Hacienda,El Día de Soria,Prensa,682.8
2022,"Cultura, Turismo y Deporte",Instagram,Medios Digitales,1035
2019,Presidencia,Onda Cero,Radio,33148.94
2016,Economía y Hacienda,El Economista,Otros Medios,10705.5
2022,"Cultura, Turismo y Deporte",National Geographic - Historia,Otros Medios,6354.8
2019,Presidencia,Radio Amiga Fm,Otros Medios,3000
2016,Economía y Hacienda,El Mundo de CyL,Prensa,176652.29
2022,"Cultura, Turismo y Deporte",Nieve en León 2022/2023,Otros Medios,365.38
2019,Presidencia,Radio Intereconomía,Otros Medios,3005.64
2016,Economía y Hacienda,La Nueva Crónica de León,Prensa,33686.25
2022,"Cultura, Turismo y Deporte",Origen Online,Medios Digitales,1793.22
2019,Presidencia,Sector Ejecutivo,Otros Medios,10000
2016,Educación,Diario de Burgos,Prensa,62197.7
2022,"Cultura, Turismo y Deporte",Radio Televisión Castilla y León,Televisión,8167.5
2019,Presidencia,SER,Radio,109689.37
2016,Educación,Diario de León,Prensa,34999.92
2022,"Cultura, Turismo y Deporte",Revista Club Renfe,Otros Medios,9317
2019,Presidencia,Style Internacional,Otros Medios,4840
2016,Educación,Diario Palentino,Prensa,40590.07
2022,"Cultura, Turismo y Deporte",Revista Colegio de Abogados,Otros Medios,1100
2019,Presidencia,Zamora 49,Otros Medios,2008.6
2016,Educación,Europa Press,Agencia,26000
2022,"Cultura, Turismo y Deporte",Revista IV Estación,Otros Medios,1815
2019,Sanidad,Diario de Ávila,Prensa,29000
2016,Educación,La Gaceta de Salamanca,Prensa,15539.5
2022,"Cultura, Turismo y Deporte",Revista Origen,Otros Medios,2280.85
2019,Sanidad,Diario de Burgos,Prensa,32999.99
2016,Educación,La Nueva Crónica de León,Prensa,6999.96
2022,"Cultura, Turismo y Deporte",Revista Patrimonio,Otros Medios,3630
2019,Sanidad,El Mundo de CyL,Prensa,50199.99
2016,Educación,La Opinión Correo Zamora,Prensa,10376.76
2022,"Cultura, Turismo y Deporte",Revista Tierra,Otros Medios,5950.78
2019,Sanidad,ICAL,Agencia,142000
2016,Educación,La Razón CyL,Prensa,30000
2022,"Cultura, Turismo y Deporte",Revistateatros,Medios Digitales,1815
2019,Sanidad,La Opinión Correo Zamora,Prensa,9999.99
2016,Educación,Radio Televisión Castilla y León,Otros Medios,21175
2022,"Cultura, Turismo y Deporte",ritmo.es,Medios Digitales,1815
2019,Sanidad,La Razón CyL,Prensa,13999.89
2016,Educación,SER,Radio,19999.96
2022,"Cultura, Turismo y Deporte",Sapos y Princesas.com,Medios Digitales,2637.8
2020,Agricultura y Ganadería,Ag Actualidad Rural,Medios Digitales,35999.92
2016,Empleo,Antonio Carrasco López (Quiosco),Otros Medios,2247.8
2022,"Cultura, Turismo y Deporte",Semana,Otros Medios,3216.33
2020,Agricultura y Ganadería,Castilla y León EsRadio,Radio,27655
2016,Empleo,Diario de Ávila,Prensa,10291.05
2022,"Cultura, Turismo y Deporte",Simbiu Intelligence,Agencia,11495
2020,Agricultura y Ganadería,COPE,Radio,115000
2016,Empleo,Diario Soria / El Heraldo,Prensa,9876.02
2022,"Cultura, Turismo y Deporte",Tele 5,Televisión,96181.71
2020,Agricultura y Ganadería,Diario de León,Prensa,103999.99
2016,Empleo,El Adelantado de Segovia,Prensa,10739.79
2022,"Cultura, Turismo y Deporte",Traveler.es,Medios Digitales,1270.5
2020,Agricultura y Ganadería,EFE,Agencia,30999.97
2016,Empleo,El Diario de Soria,Otros Medios,5320.92
2022,"Cultura, Turismo y Deporte",Tu voz en Pinares,Otros Medios,363
2020,Agricultura y Ganadería,El Mundo de CyL,Prensa,183028.95
2016,Empleo,El Mundo de CyL,Prensa,18782.72
2022,"Cultura, Turismo y Deporte",Twitter,Medios Digitales,3021.91
2020,Agricultura y Ganadería,El Norte de Castilla,Prensa,290998.98
2016,Empleo,Félix Fernández Alonso (Quiosco),Otros Medios,620.1
2022,"Cultura, Turismo y Deporte",Viajar y mucho más,Medios Digitales,3388
2020,Agricultura y Ganadería,Gente,Otros Medios,32000
2016,Empleo,La Gaceta de Salamanca,Prensa,24125
2022,"Cultura, Turismo y Deporte",Youtube,Medios Digitales,6428.92
2020,Agricultura y Ganadería,La Gaceta de Salamanca,Prensa,112050
2016,Empleo,La Opinión Correo Zamora,Prensa,7318.08
2022,Economía y Hacienda,Agencia Europa Press,Agencia,26000
2020,Agricultura y Ganadería,La Nueva Crónica de León,Prensa,28999.98
2016,Empleo,La Razón CyL,Prensa,14680
2022,Economía y Hacienda,Diario de Burgos,Prensa,83499.4
2020,Agricultura y Ganadería,La Opinión Correo Zamora,Prensa,51999.94
2016,Empleo,SM2 Asesores Creativos de Publicidad,Otros Medios,6312.45
2022,Economía y Hacienda,Diario Palentino,Prensa,45278.1
2020,Agricultura y Ganadería,La Rioja TV,Otros Medios,36000
2016,Familia e Igualdad de Oportunidades,CL Comunicación,Agencia,19999.99
2022,Economía y Hacienda,El Adelantado de Segovia,Prensa,65711.21
2020,Agricultura y Ganadería,La Tribuna de Talavera,Otros Medios,24200
2016,Familia e Igualdad de Oportunidades,El País,Prensa,4339.46
2022,Economía y Hacienda,Gente,Prensa,33880
2020,Agricultura y Ganadería,Mas Tribuna,Otros Medios,7260
2016,Familia e Igualdad de Oportunidades,ICAL,Agencia,140000
2022,Economía y Hacienda,La Gaceta de Salamanca,Prensa,100339.25
2020,Agricultura y Ganadería,Onda Cero,Radio,67049.91
2016,Familia e Igualdad de Oportunidades,La Opinión Correo Zamora,Prensa,11014.37
2022,Economía y Hacienda,Meininger Verlag GmbH,Otros Medios,9514.05
2020,Agricultura y Ganadería,Planeta Calleja - Zanskar Aventura,Otros Medios,34787.5
2016,Familia e Igualdad de Oportunidades,Senda Editorial,Otros Medios,8000
2022,Educación,Agencia EFE,Agencia,30999.99
2020,Agricultura y Ganadería,Revista Agricultura Ed Agricola,Otros Medios,6000
2016,Fomento y Medio Ambiente,ABC CyL,Prensa,49999.96
2022,Educación,Agencia ICAL,Agencia,162000
2020,Cultura y Turismo,20 minutos,Otros Medios,3086.96
2016,Fomento y Medio Ambiente,Diario de Ávila,Prensa,29834.99
2022,Educación,Diario de Burgos,Prensa,106374.03
2020,Cultura y Turismo,ABC,Prensa,86743.09
2016,Fomento y Medio Ambiente,Diario de Burgos,Prensa,37600
2022,Educación,El Correo de Burgos,Prensa,9708.7
2020,Cultura y Turismo,ADFORM - Portugal,Medios Digitales,21084.02
2016,Fomento y Medio Ambiente,Diario de León,Prensa,94999.95
2022,Educación,El Heraldo - Diario de Soria,Prensa,19885.33
2020,Cultura y Turismo,Antena NEOX,Otros Medios,28022.17
2016,Fomento y Medio Ambiente,Diario de Soria (El Mundo),Prensa,3000
2022,Educación,El País,Prensa,850
2020,Cultura y Turismo,Audioemotion,Medios Digitales,5557.65
2016,Fomento y Medio Ambiente,Diario Palentino,Prensa,26824.97
2022,Educación,La Gaceta de Salamanca,Prensa,108249.75
2020,Cultura y Turismo,Cuatro,Otros Medios,44996.91
2016,Fomento y Medio Ambiente,EFE,Agencia,30999.99
2022,Educación,Radio Arlanzón,Radio,1796.85
2020,Cultura y Turismo,Diario de Ávila,Prensa,55917.48
2016,Fomento y Medio Ambiente,El Adelantado de Segovia,Prensa,14999.97
2022,Familia e Igualdad de Oportunidades,Agencia ICAL,Agencia,142000
2020,Cultura y Turismo,El Adelantado de Segovia,Prensa,57390.97
2016,Fomento y Medio Ambiente,El Correo de Burgos,Prensa,30000
2022,Familia e Igualdad de Oportunidades,COPE,Radio,59009.98
2020,Cultura y Turismo,El Mundo edición nacional,Otros Medios,26497.31
2016,Fomento y Medio Ambiente,El Mundo de CyL,Prensa,80000
2022,Familia e Igualdad de Oportunidades,Diario de León,Prensa,46319.21
2020,Cultura y Turismo,Europa Press,Agencia,26000
2016,Presidencia,Ávila Red,Medios Digitales,181.5
2022,Familia e Igualdad de Oportunidades,Diario Palentino,Prensa,30919.98
2020,Cultura y Turismo,Facebook,Medios Digitales,2722.5
2016,Presidencia,COPE,Radio,16994.99
2022,Familia e Igualdad de Oportunidades,El Adelantado de Segovia,Prensa,23894.88
2020,Cultura y Turismo,Google Display,Medios Digitales,12100
2016,Presidencia,CyL Exterior,Otros Medios,55875
2022,Familia e Igualdad de Oportunidades,El Correo de Burgos,Prensa,15129.98
2020,Cultura y Turismo,Movistar TV,Otros Medios,17694.39
2016,Presidencia,DesdeSoria,Medios Digitales,8432.81
2022,Familia e Igualdad de Oportunidades,La Opinión Correo Zamora,Prensa,32583.05
2020,Cultura y Turismo,plateamagazinecom,Medios Digitales,605
2016,Presidencia,Diario de la Ribera,Otros Medios,3500
2022,Familia e Igualdad de Oportunidades,SER,Radio,68969.98
2020,Cultura y Turismo,Salamanca al Día,Otros Medios,1089
2016,Presidencia,Diario Palentino,Prensa,43858.99
2022,"Industria, Comercio y Empleo",COPE,Radio,95702.96
2020,Cultura y Turismo,Scherzoes,Medios Digitales,544.5
2016,Presidencia,DiarioDigitalLeón,Medios Digitales,6770
2022,"Industria, Comercio y Empleo",Diario de León,Prensa,53348.48
2020,Economía y Hacienda,ABC,Prensa,58914.28
2016,Presidencia,EFE,Agencia,142000
2022,"Industria, Comercio y Empleo",Diario Palentino,Prensa,29941.65
2020,Economía y Hacienda,Castilla y León EsRadio,Radio,46817.17
2016,Presidencia,El Día de Valladolid,Prensa,18255
2022,"Industria, Comercio y Empleo",El Mundo de CyL,Prensa,55506.4
2020,Economía y Hacienda,Diario de Ávila,Prensa,44419.3
2016,Presidencia,El Norte de Castilla,Prensa,127683.25
2022,"Industria, Comercio y Empleo",Expansión,Prensa,240
2020,Economía y Hacienda,Diario Palentino,Prensa,46651.1
2016,Presidencia,EsDiario,Medios Digitales,13255.55
2022,"Industria, Comercio y Empleo",Noticias de Castilla y León,Otros Medios,17545
2020,Economía y Hacienda,Diario Soria / El Heraldo,Prensa,48480.65
2016,Presidencia,iLeon.com,Medios Digitales,45807.5
2022,"Industria, Comercio y Empleo",SER,Radio,109984.3
2020,Economía y Hacienda,EFE,Agencia,30999.99
2016,Presidencia,InfoBierzo,Medios Digitales,34325.35
2022,"Medio Ambiente, Vivienda y Ordenación del Territorio",Agencia Europa Press,Agencia,26000
2020,Economía y Hacienda,El Adelantado de Segovia,Prensa,44652.86
2016,Presidencia,La Opinión Correo Zamora,Prensa,21930.79
2022,"Medio Ambiente, Vivienda y Ordenación del Territorio",COPE,Radio,57329.3
2020,Economía y Hacienda,El Correo de Burgos,Prensa,35965.32
2016,Presidencia,LaVozdeMedina,Medios Digitales,4856
2022,"Medio Ambiente, Vivienda y Ordenación del Territorio",Diario de Burgos,Prensa,46050
2020,Economía y Hacienda,La Gaceta de Salamanca,Prensa,105823.47
2016,Presidencia,LeonNoticias,Medios Digitales,17252.96
2022,"Medio Ambiente, Vivienda y Ordenación del Territorio",Diario de León,Prensa,46900
2020,Economía y Hacienda,La Nueva Crónica de León,Prensa,40929.82
2016,Presidencia,Publico,Medios Digitales,39567
2022,"Medio Ambiente, Vivienda y Ordenación del Territorio",Diario Palentino,Prensa,23299.99
2020,Educación,Castilla y León EsRadio,Radio,4421.24
2016,Presidencia,SalamancaRTVCyL,Medios Digitales,17031.05
2022,"Medio Ambiente, Vivienda y Ordenación del Territorio",El Adelantado de Segovia,Prensa,19990.36
2020,Educación,CL Comunicación,Agencia,17975.76
2016,Presidencia,ZamoraNews,Medios Digitales,9123.4
2022,"Medio Ambiente, Vivienda y Ordenación del Territorio",El Norte de Castilla,Prensa,77599.97
2020,Educación,EFE,Agencia,31000
2016,Sanidad,Castilla y León ES Radio,Radio,5000
2022,"Medio Ambiente, Vivienda y Ordenación del Territorio",La Razón CyL,Prensa,28800
2020,Educación,El Día de Segovia,Medios Digitales,816.77
2016,Sanidad,COPE,Radio,6000
2022,"Medio Ambiente, Vivienda y Ordenación del Territorio",Revista Aire Libre,Otros Medios,4235
2020,Educación,El Mundo de CyL,Prensa,133447.19
2016,Sanidad,Diario de Burgos,Prensa,29999.99
2022,Movilidad y Transformación Digital,Castilla y León EsRadio,Radio,3838.91
2020,Educación,La Nueva Crónica de León,Prensa,17740.66
2016,Sanidad,Diario de León,Prensa,9999.99
2022,Movilidad y Transformación Digital,Diario Palentino,Prensa,12047.31
2020,Empleo,ABC,Prensa,54653.59
2016,Sanidad,El Correo de Burgos,Prensa,14999.99
2022,Movilidad y Transformación Digital,El Mundo de CyL,Prensa,28356.76
2020,Empleo,Castilla y León EsRadio,Radio,17659.22
2016,Sanidad,La Nueva Crónica de León,Prensa,6999.94
2022,Movilidad y Transformación Digital,El Norte de Castilla,Prensa,56825.04
2020,Empleo,COPE,Radio,55524.72
2017,Agricultura y Ganadería,Ag Actualidad Rural,Medios Digitales,19999.99
2022,Movilidad y Transformación Digital,La Gaceta de Salamanca,Prensa,17332.91
2020,Empleo,Diario de Ávila,Prensa,34012.71
2017,Agricultura y Ganadería,AgroDigital,Medios Digitales,16999.29
2022,Movilidad y Transformación Digital,La Nueva Crónica de León,Prensa,8019.45
2020,Empleo,Diario Palentino,Prensa,31543.94
2017,Agricultura y Ganadería,AgroNewsCyL,Medios Digitales,21000
2022,Movilidad y Transformación Digital,La Opinión Correo Zamora,Prensa,5803
2020,Empleo,Diario Soria / El Heraldo,Prensa,38530.5
2017,Agricultura y Ganadería,Campo AGR021,Otros Medios,8999.98
2022,Movilidad y Transformación Digital,La Razón CyL,Prensa,9037.38
2020,Empleo,El Mundo de CyL,Prensa,111177.71
2017,Agricultura y Ganadería,Castilla y León Económica,Otros Medios,20000
2022,Movilidad y Transformación Digital,SER,Radio,17169.6
2020,Empleo,El Norte de Castilla,Prensa,111657.73
2017,Agricultura y Ganadería,Castilla y León ES Radio,Radio,34999.6
2022,Presidencia,Agencia Europa Press,Agencia,162000
2020,Empleo,La Gaceta de Salamanca,Prensa,91286.41
2017,Agricultura y Ganadería,Diario de León,Prensa,47999.98
2022,Presidencia,Agencia ICAL,Agencia,191000
2020,Empleo,Onda Cero,Radio,33325.82
2017,Agricultura y Ganadería,Diario Palentino,Prensa,61250
2022,Presidencia,Ávila Red,Medios Digitales,62962.04
2020,Familia e Igualdad de Oportunidades,COPE,Radio,55889.99
2017,Agricultura y Ganadería,EFE,Agencia,30999.97
2022,Presidencia,Benavente Digital,Medios Digitales,20880
2020,Familia e Igualdad de Oportunidades,Diario de Ávila,Prensa,20679.98
2017,Agricultura y Ganadería,El Día de Valladolid,Prensa,61250
2022,Presidencia,Burgos al Día,Otros Medios,2210
2020,Familia e Igualdad de Oportunidades,Diario Palentino,Prensa,24390
2017,Agricultura y Ganadería,El Economista,Otros Medios,29999.98
2022,Presidencia,Canal 54TV TDT,Televisión,45572.56
2020,Familia e Igualdad de Oportunidades,EFE,Agencia,31000
2017,Agricultura y Ganadería,Europa Press,Agencia,45999.99
2022,Presidencia,Capital Economía.com,Medios Digitales,27999.93
2020,Familia e Igualdad de Oportunidades,El Correo de Burgos,Prensa,15759.96
2017,Agricultura y Ganadería,Foro Agroganadero Sinapsis,Medios Digitales,2674.1
2022,Presidencia,Castilla y León Económica,Otros Medios,14999.99
2020,Familia e Igualdad de Oportunidades,Europa Press,Agencia,26000
2017,Agricultura y Ganadería,Granja Cantagrullas,Medios Digitales,17545
2022,Presidencia,Comunicaciones Interlink,Medios Digitales,14499.43
2020,Familia e Igualdad de Oportunidades,ICAL,Agencia,142000
2017,Agricultura y Ganadería,La Razón CyL,Prensa,30000
2022,Presidencia,Diario de Ávila,Prensa,76015.88
2020,Familia e Igualdad de Oportunidades,La Nueva Crónica de León,Prensa,18929.99
2017,Agricultura y Ganadería,Onda Cero,Radio,84999.36
2022,Presidencia,Diario de Burgos,Prensa,156500.47
2020,Familia e Igualdad de Oportunidades,La Razón CyL,Prensa,40939.98
2017,Agricultura y Ganadería,Radio Intereconomía,Otros Medios,6500
2022,Presidencia,Diario Palentino,Prensa,94386.67
2020,Fomento y Medio Ambiente,Castilla y León EsRadio,Radio,30286.2
2017,Agricultura y Ganadería,Sociedad Cooperativa Acor,Otros Medios,799.94
2022,Presidencia,Diario16,Medios Digitales,7999.98
2020,Fomento y Medio Ambiente,COPE,Radio,60058.01
2017,Agricultura y Ganadería,Suplementos Vocento,Otros Medios,19999.99
2022,Presidencia,El Debate,Medios Digitales,27997.19
2020,Fomento y Medio Ambiente,El Norte de Castilla,Prensa,116482.29
2017,Cultura y Turismo,20 Minutos,Medios Digitales,6655
2022,Presidencia,El Día de Valladolid,Medios Digitales,167999.68
2020,Fomento y Medio Ambiente,Europa Press,Agencia,26000
2017,Cultura y Turismo,Antena3,Otros Medios,112572.83
2022,Presidencia,El Español,Otros Medios,7592.75
2020,Fomento y Medio Ambiente,Kantar Media,Agencia,10672.2
2017,Cultura y Turismo,Arte Informado,Otros Medios,1800
2022,Presidencia,El Mundo de CyL,Prensa,203424.64
2020,Fomento y Medio Ambiente,Mas Tribuna,Otros Medios,3630
2017,Cultura y Turismo,Chiquiocio,Otros Medios,968
2022,Presidencia,El Norte de Castilla,Prensa,218063.04
2020,Fomento y Medio Ambiente,SER,Radio,61676.33
2017,Cultura y Turismo,DGratis,Otros Medios,2105
2022,Presidencia,El País,Prensa,857
2020,Presidencia,20 Minutos,Medios Digitales,39802.34
2017,Cultura y Turismo,Diario de León,Prensa,86000
2022,Presidencia,El Salto Diario,Medios Digitales,240
2020,Presidencia,ABC,Prensa,39073.05
2017,Cultura y Turismo,EFE,Agencia,31000
2022,Presidencia,ElDiarioCyL.es,Medios Digitales,226269.99
2020,Presidencia,AhoraLeón,Medios Digitales,8569.2
2017,Cultura y Turismo,El Mundo de CyL,Prensa,390000
2022,Presidencia,EsDiario,Medios Digitales,55986.7
2020,Presidencia,BierzoNoticias,Medios Digitales,7604.85
2017,Cultura y Turismo,El Norte de Castilla,Prensa,490000
2022,Presidencia,Gremios Medina,Otros Medios,1210
2020,Presidencia,BurgosNoticias,Medios Digitales,15669.97
2017,Cultura y Turismo,Expreso.es,Otros Medios,1450
2022,Presidencia,InfoBierzo,Medios Digitales,166125.18
2020,Presidencia,Canal54,Medios Digitales,43862.5
2017,Cultura y Turismo,Gente,Otros Medios,60000
2022,Presidencia,La de Miranda,Medios Digitales,16232.49
2020,Presidencia,Capital Radio,Otros Medios,40300.01
2017,Cultura y Turismo,Hoy es Arte,Otros Medios,3500
2022,Presidencia,La Opinión Correo Zamora,Prensa,102668.07
2020,Presidencia,Crónicasalamanca,Medios Digitales,28132.5
2017,Cultura y Turismo,ICAL,Agencia,140000
2022,Presidencia,La Razón CyL,Prensa,100269.52
